nieve,Agua helada que cae de las nubes cristalizada en forma de copos blancos.,Los niños hicieron bolas de nieve.,
niño,Una persona que  es de pocos años o madurez,Es todavía  muy niño para viajar solo.,
nirvana,Estado de suma relajación y serenidad,Cuando escucho su música me siento en el nirvana.,
nítido,"Limpio, claro, puro.",El día amaneció con un cielo nítido.,
nitrógeno,"Elemento químico gaseoso, de número atómico 7.",El nitrógeno es un elemento químico.,
nivelar,Poner un plano en posición horizontal.,El carpintero ayudó a nivelar la mesa.,
noche,Tiempo en que falta la claridad del día.,Mi papá trabaja de noche.,
nodriza,Buque o avión que sirve para abastecer de combustible  a otros.,La nave nodriza estaba escoltada por dos flotillas.,
nódulo,Pequeña dureza redondeada de cualquier materia.,El médico descubrió un nódulo en las cuerdas vocales del cantante.,
nombre,Título de una cosa por el cual es conocida.,El nombre del archivo me es desconocido.,
nomenclátor,"Catálogo de nombres, ya de pueblos, ya de sujetos, ya de voces técnicas de una ciencia o facultad.",Estaba en el nomenclátor de la universidad.,
nonagenario,Que ha cumplido noventa años y aún no ha llegado a los cien.,Celebró otro cumpleaños el nonagenario.,
nostalgia,Sentimiento de pena o tristeza por la ausencia de personas o cosas,Sintió nostalgia por las cosas de su niñez.,
nostálgico,Perteneciente o relativo a la nostalgia.,Escribió un poema nostálgico.,
novecientos,Nueve veces cien.,El boleto de avión me costó novecientos dólares. ,
novelístico,"Estudio, género o arte de la novela.",El Quijote de la Mancha pertenece al género novelístico. ,
novillada,Lidia o corrida de novillos,Compramos boletos para ver la novillada.,
novio,Persona que mantiene con otra una relación amorosa.,Conocimos ayer al novio de mi hermana.,
novísimo,Último en el orden de las cosas.,Es un estilo novísimo.,
novohispano,Natural de la Nueva España,Se identificó como novohispano.,
obcecado ,"Cegar, deslumbrar u ofuscar",Se ha obcecado en marcharse hoy mismo.,
obduración,Insistencia en resistir lo que conviene,No quiso guardar su dinero en el banco por obduración.,
obelisco,"Pilar muy alto, de cuatro caras iguales un poco convergentes y terminado por una punta piramidal muy achatada.",Hay un obelisco en la plaza.,
obertura,"Pieza de música instrumental con que se da principio a una ópera, oratorio u otra composición lírica. ",La obertura de la opera fue magnífica.,
obispo,"Prelado superior de una diócesis o distrito eclesiástico que tiene a su cargo la dirección, gobierno y cura espiritual de los diocesanos.",El obispo ofreció un discurso especial a los jóvenes de hoy.,
obligado,Que se hace de manera forzosa por estar determinada por las normas sociales.,El sobrino fue obligado a terminar su quehacer antes de irse a jugar.,
obrero,"Trabajador, artesano",El buen obrero siempre encuentra trabajo.,
obsequioso,"Rendido, cortés y dispuesto a hacer la voluntad de otro.",El director se muestra muy obsequioso con el presidente.,
occidentalizar,Características que se consideran propias de la cultura o de la forma de vida occidentales.,Algunas personas deciden occidentalizar solo en el vestuario.,
oceanografía,Ciencia que estudia los océanos y mares. ,Su estudio favorito es la oceanografía.,
ocelote,Felino americano que se encuentra desde Arizona hasta el norte de la Argentina.,El gato ocelote andaba caminando por el desierto.,
octogenario,Que ha cumplido ochenta años.,Mi abuelo es octogenario.,
octógona,Se dice del polígono de ocho ángulos y ocho lados.,La mesa en el salón es de forma octógona.,
odeón,Teatro cubierto destinado en Grecia a los espectáculos musicales.,Se construyo un odeón para los espectáculos.,
odioso,"Detestable, repugnante.",El personaje del libro tenía un carácter odioso.,
odontoide,Que tiene forma de diente.,Encontré un fósil odontoide.,
oficio,Ocupación habitual.,Su oficio es bibliotecario.,
ofuscaba,"Trastornar, conturbar o confundir las ideas, alucinar.",El cansancio ofuscaba su mente.,
ojal,Pequeña abertura que tienen algunas prendas para abrochar un botón.,El niño aprendio a meter el botón en el ojal.,
olímpico,De las olimpiadas o relativo a ellas.,Visitamos el estadio olímpico cuando fuimos a Barcelona,
olisquear,Olfatear algo ligeramente.,A mi perro le gusta olisquear toda mi ropa cuando regreso a casa.,
omnívoro,Que se alimenta de toda clase de sustancias orgánicas.,El cerdo es un animal omnívoro.,
onomástico,Relativo a los nombres y especialmente a los propios.,En el museo tienen un índice onomástico.,
ópalo,"Mineral silíceo, duro y de colores diversos",Tenía un anillo con un ópalo grande.,
órdago,"Excelente,de superior calidad.",Se ha comprado un coche de órdago.,
ordinariez,Falta de delicadeza o educación,Me molesta la ordinariez.,
orégano,Planta herbácea aromática cuyas hojas y flores se usan en perfumería y como condimento.,El cocinero agregó orégano a su platillo.,
oreja,Órgano externo de la audición.,Después del golpe me dolía un poco la oreja.,
orfandad,Estado de huérfano.,La orfandad aparece después de las guerras.,
organdí,"Tela blanca de algodón,muy fina y transparente.",Compró un vestido de organdí.,
organigrama,"Gráfico que representa cómo se organiza una entidad, una empresa o una actividad.",Mira en el organigrama quién se encarga del departamento de compras.,
organización,"Departamento, facultad.",Ella pertenece a esa organización.,
orgullo,"Arrogancia, vanidad, exceso de estimación propia, que a veces es disimulable por nacer de causas nobles y virtuosas.",Con ese orgullo no llegarás a ninguna parte.,
orientativo,Que da una idea aproximada de algo,Este precio es solo orientativo.,
ornamentación,Colocación de adornos para embellecer algo.,La ornamentación de la fachada de este edificio es excesiva.,
orobanca,Planta herbácea de la familia de las orobancáceas,La orobanca suele vivir en las raíces de las leguminosas.,
orzuelo,Inflamación de alguna glándula aislada de los párpados.,Fue al medico en cuanto le salió un orzuelo. ,
osteíctios,Clase de peces que tienen el esqueleto parcial o totalmente osificado.,El besugo y la carpa son osteíctios.,
ovovivíparo,"Animal que se reproduce por huevos, pero que no salen del cuerpo materno hasta que está muy adelantado su desarrollo embrionario.",Algunos reptiles y peces son ovovivíparos.,
óxido,Compuesto que resulta de combinar oxígeno generalmente con un metal.,En el aire hay óxido de carbono.,
oxigenar,Combinación del oxígeno con algún elemento.,Para oxigenar adecuadamente la sangre es necesario que hagas ejercicio.,
oxímoron,"Dos palabras o expresiones de significado opuesto, que originan un nuevo sentido.","""Copia original"" es un oxímoron, pues una copia ya no puede ser original.",
padrastro,Marido de la madre respecto de los hijos de ésta habidos en un matrimonio anterior.,El padrastro de mi amiga es muy trabajador.,
padre,"Varón o macho, respecto de sus hijos","Mi padre me quiere mucho, pero más lo quiero yo.",
padrinazgo,Función que hace una persona que actúa como padrino de otra.,Ejerció su padrinazgo generosamente.,
pagaduría,Oficina donde se paga.,Iré a la pagaduría a hacer efectivo el importe del cheque.,
pagar,"Dicho de una persona, dar a otra, o satisfacer, lo que le debe.",Terminaré de pagar mi carro en 5 años.,
pájaro,Denominación que reciben las aves con capacidad para volar y de tamaño pequeño.,El profesor estudia un pájaro raro que vive en la costa.,
paleontología,Estudio científico de los seres orgánicos en cuyos restos se hallan fósiles.,En la universidad estudié paleontología.,
pálido,Que no tiene o ha perdido el color rosado de la cara.,El hombre se puso pálido al escuchar la noticia.,
palíndromo,Dícese del escrito  que tiene el mismo sentido leído de izquierda a derecha que a la inversa.,La maestra nos asignó un texto palíndromo.,
palmípedo,Orden de las aves acuáticas como el ganso o la gaviota.,El ganso es un palmípedo.,
paloma,Ave domesticada que provino de la paloma silvestre.,Quisiera tener una paloma mensajera.,
panadero,Persona que tiene por oficio hacer o vender pan.,Pepe el panadero se levantaba muy temprano para hacer el pan en su horno de leña.,
pánico,Miedo grande o temor muy intenso.,Sintió pánico cuando vio la película de terror.,
panóptico,"Dicho de un edificio construido de modo que, toda su parte interior puede verse desde un solo punto.",El arquitecto diseñó ese edificio panóptico. ,
pantalla,Superficie sobre la que se proyectan las imágenes.,Vimos la película en una pantalla grande.,
pantógrafo,"Instrumento que sirve para copiar, ampliar o reducir un plano o dibujo.",Usó un pantógrafo para hacer una copia del dibujo.,
pañuelo,"Trozo de tela o papel cuadrado, utilizado para diferentes usos",Le limpió la nariz a la niña con su pañuelo.,
paparrucha,"Noticia falsa y desatinada de un suceso,esparcida entre la gente.",Nos contó una historia que fue una paparrucha.,
papiroflexia,"Arte y habilidad de dar a un trozo de papel, doblándolo convenientemente, la forma de determinados seres u objetos.",Tomé una clase de papiroflexia.,
paquete,Envoltorio bien dispuesto y no muy abultado de cosas de misma o distinta clase.,Llegó el paquete a nombre de mi hermana.,
paraboliza,"Representar, ejemplificar o simbolizar.",En este cuento se paraboliza la envidia.,
parafrasear,Hacer la paráfrasis de un texto o escrito.,Siempre es importante parafrasear la palabras del maestro.,
paráfrasis,Explicación o interpretación amplificativa de un texto.,Mis compañeros y yo tuvimos que hacer una paráfrasis del texto.,
paraíso,"Lugar de acuerdo con el Antiguo Testamento, donde Dios colocó a Adán y Eva.",El paraíso es un lugar muy ameno donde se gozan de todas las comodidades y lujos. ,
paralelogramo,Polígono de cuatro lados paralelos entre sí dos a dos.,Dibujamos un paralelogramo.,
parangón,"Comparación, relación de igualdad o semejanza.",Son cuadros de una calidad sin parangón.,
parecido,Que se parece a otra persona o cosa.,El hijo tiene un parecido a su papá.,
paréntesis,"Frase que se intercala en un período, con sentido independiente del mismo.","Durante el banquete, se hizo un paréntesis para reconocer a la gente importante.",
parihuela,"Utensilio para transportar pesos entre dos personas,formado por dos barras entre las que se sostiene una plataforma.",Usaron una parihuela para transportar al enfermo.,
parnasianismo,Movimiento poético desarrollado en Francia entre 1866-1876.,El parnasianismo se caracterizó por su perfeccionismo formal.,
párpado,Cada una de las membranas movibles que sirven para resguardar el ojo. ,Se le hinchó el párpado izquierdo como resultado de alergia.,
parquímetro,Aparato destinado a regular el tiempo de estacionamiento de los vehículos en un determinado lugar.,No olvides pagar el parquímetro o te multarán.,
pársec,Unidad astronómica de longitud. ,La longitud astronómica se mide con el pársec.,
parsimonia,Calma o lentitud excesiva.,El anciano camina con parsimonia.,
particularismo,Preferencia excesiva que se da a los intereses particulares sobre los generales. ,El particularismo tiene relación con el propio albedrío.,
partido,Conjunto de personas que siguen y defienden una misma opinión o causa,¿Por cuál partido vas a votar?,
pasador,Que pasa de una parte a otra.,El pasador de la puerta estaba dañado.,
pasajero,"Dicho de una persona: Que viaja en un vehículo, especialmente en camión, avión, barco, tren.",El pasajero del camión se quedó dormido y se le pasó su parada. ,
pasamontañas,"Prenda para abrigar la cabeza y que la cubre toda, excepto los ojos y la nariz.",Los asaltantes usaron pasamontañas para no ser reconocidos.,
pastel,"Masa de harina y manteca, cocida al horno.",El pastel que compramos para celebrar mi cumpleaños era de chocolate.,
pastizal,Extensión de terreno de pasto abundante.,El  burro disfrutó jugando con los niños en el pastizal.,
patológico,Que denota enfermedad o que la implica. Enfermizo.,Tiene un miedo patológico al entrar en espacios cerrados. ,
patriótico,Perteneciente o relativo al patriota o a la patria. ,Él es un hombre muy patriótico.,
paupérrimas,Muy pobre., El gobierno hace viviendas paupérrimas para ayudar a la gente.,
pavimento,Suelo cubierto de forma artificial con algún material para hacerlo más resistente y liso.,La ciudad cubrió el suelo con un pavimento de color y con diseño.,
peatón,Persona que va a pie por la vía pública.,El peatón tiene el semáforo en rojo.,
pegajoso,Que se pega o adhiere con facilidad.,La miel es pegajosa.,
peladilla,Almendra tostada recubierta de un baño de azúcar confitado.,En el bautizo regalaron una peladilla a los invitados. ,
peldaño,Parte de la escalera  en donde se apoya el pie al subir o bajar por ella.,Se tropezó en el último peldaño de la escalera.,
pelear,"Batallar. Contender o reñir, aunque sea sin armas o solo de palabra.",Es que a ti te encanta pelear.,
peluca,Cabellera postiza.,Me hicieron una peluca para la fiesta de disfraces.,
péndulo,Cuerpo pesado que puede oscilar suspendido de un punto que está encima de su centro de gravedad por un hilo o varilla.,El péndulo del reloj se descompuso.,
peor,Adjetivo comparativo de malo.  De mala condición o de inferior calidad respecto de otra cosa con que se compara.,Hoy te estás portando peor que ayer.,
percance,"Contratiempo, daño o perjuicio imprevistos.",Hemos tenido un percance con el coche.,
perdiz,Ave de cuerpo grueso y cuello corto que es muy estimada como pieza de caza.,Cazó perdiz por primera vez.,
perdonar,"Dicho de quien ha sido perjudicado por ello. remitir la deuda, ofensa, falta, delito u otra cosa.",Lo tengo que perdonar para vivir tranquila.,
peregrinaje ,Viaje a un santuario o lugar sagrado,El peregrinaje de los musulmanes a la Meca es mundialmente conocido.,
perenne,"Permanente, que no muere.",Las coníferas son árboles de hoja perenne.,
pérgola,Armazón para sostener una o más plantas.,Construimos una pérgola en el patio.,
perífrasis,Unidad verbal constituída por un verbo en forma personal y otro en forma no personal.,"""Deber de"" es una perífrasis verbal que funciona como predicado.",
período,Tiempo que algo tarda en volver al estado o posición que tenía al principio,Está pasando por un período difícil.,
peripecia,Suceso o circunstancia repentina que cambia el estado de las cosas.,El protagonista sufrió una peripecia sorprendente y dolorosa.,
periplo,"Viaje o recorrido, por lo común con regreso al punto de partida.",Tomaron un periplo por la ciudad con el propósito de visitar todas las iglesias.,
periquete,"Brevísimo espacio de tiempo,",Volverá en un periquete.,
perlé,Fibra de algodón brillante más o menos gruesa que se utiliza para bordar.,Tenía una blusa de perlé.,
permeable,Que puede ser penetrado por el agua.,La tela era permeable.,
perplejidad,"Irresolución, confusión o duda nacidas del asombro o la sorpresa.",La perplejidad del asunto lo frustraba.,
pestaña,Cada uno de los pelos que hay en los bordes de los párpados,Es muy incómodo que una pestaña se meta en el ojo.,
pestilencia,Mal olor.,Una fuerte pestilencia invadió la sala.,
pétalo,Cada una de las piezas planas que forman la corola de la flor.,Se le calló un pétalo de la flor al piso.,
petróleo,Líquido natural que se extrae de lechos geológicos  tiene múltiples aplicaciones químicas e industriales.,Los ingenieros encontraron otro depósito de petróleo.,
pez,Animal vertebrado acuático con piel cubierta de escamas.,Vimos un pez espada en el acuario.,
picante,Que pica,La salsa Tabasco es muy picante.,
picotazo,"Mordedura o picadura de un ave, de un insecto o de un reptil.",Recibió un picotazo de una avispa.,
pierna,Extremidad inferior de las personas,El futbolista se lesionó una pierna.,
pieza,Cada unidad que pertenece a una misma especie.,Me regaló una pieza de pan.,
pimentón,Polvo que se obtiene moliendo pimientos encarnados secos.,Echó pimentón al guiso para darle más sabor.,
pimiento,Planta herbácea solanácea con flores blancas. ,¿Sabías que en España llamamos pimiento al chile?,
pingüino,"Ave de denso plumaje blanco y negro, con alas no aptas para el vuelo.",Vimos un pingüino en el zoológico,
piojo,"Insecto parásito muy pequeño, que vive fijado al pelo de los seres humanos y de otros animales",El piojo se reproduce rápidamente.,
piscicultor,Especialista en piscicultura.,Oscar se graduó como piscicultor.,
pisciforme,Que tiene forma de pez.,La figura era pisciforme.,
piscolabis,Comida ligera que se hace a cualquier hora del día.,Los niños pidieron un piscolabis a su mamá.,
placentero,"Agradable, apacible.",El evento fue muy placentero.,
plaza,Lugar ancho y espacioso dentro de una población.,Tomamos un café en la plaza del pueblo.,
pleonasmos,Demasía o redundancia viciosa de palabras.,"Cantinflas, el cómico mexicano, se caracterizaba por sus divertidos pleonasmos.",
pluma,Cada una de las piezas de que está cubierto el cuerpo de las aves,Encontramos una bella pluma de águila.,
plusvalía,Acrecentamiento del valor de una cosa por causas extrínsecas a ella.,Estos terrenos han experimentado una plusvalía al haberse construído el centro comercial cerca.,
pocilga,Establo de cerdos.,Pusieron los cerdos en la pocilga.,
polifagia,Excesivo deseo de comer que se presenta en algunos estados patológicos.,La mujer sufría de polifagia.,
políglota,Algo escrito en varias lenguas.,La biblia es políglota.,
polígrafo,Persona que se dedica al estudio y cultivo de la poligrafía.,Mi tío es polígrafo.,
político,De la doctrina o actividad política o relativo a ellas.,El candidato dio un discurso político.,
ponceño,"Persona nacida en Ponce, Puerto Rico.","Como nació en Ponce, le dicen ponceño.",
posavasos,"Soporte de cualquier material, utilizado para que los vasos de bebida no dejen huellas en las mesas.",Mi hermana nos exige que pongamos nuestras bebidas en un posavasos.,
pragmático,Del pragmatismo o relativo a él.,Fernando siempre planea sus proyectos; es muy pragmático.,
precipitadamente,Acelerar o hacer que una cosa se desarrolle u ocurra antes del tiempo adecuado.,La consejera me sugiere que no actúe precipitadamente.,
preeminencia,"Primacía, privilegio o ventaja que alguien o algo tiene sobre otros por razón de sus méritos, calidad o categoría.",Mi compañera de trabajo tiene preeminencia sobre los demás.,
pregunta,Interrogación que se hace para que alguien responda lo que sabe de un negocio u otra cosa.,Tengo que hacerte una pregunta.,
prehelénico,De la Grecia anterior a la civilización de los antiguos helenos.,Esa urna es del período prehelénico.,
premio,"Recompensa, galardón o remuneración que se da por algún mérito o servicio",Felicidades por tu premio.,
presente,Que está delante o en presencia de alguien.,Estuvo presente en la boda,
prestidigitador,Persona que se dedica a la prestidigitación.,El mago prefiere que le llamen prestidigitador.,
presunción,Acción y efecto de presumir.,Es presunción hablar constantemente de un carro nuevo.,
prevalencia,Acción y efecto de prevalecer.,Ese hombre tenía una prevalencia impresionante.,
prevaricación,Delito cometido por un funcionario público en el ejercicio de sus funciones.,El juez cometió el delito de prevaricación.,
primero,"Dicho de una persona o cosa.  que precede a las demás de su especie en orden, tiempo, lugar, situación, clase o jerarquía.",Juan siempre ha sido el primero de su clase.,
principalmente,"Primeramente, antes que todo, con antelación o preferencia",Llegó para aprender y principalmente para ayudar.,
prismáticos,Que tiene forma de prisma.  Instrumento óptico formado por dos cilindros en cuyo interior se sitúan los lentes que permiten ver ampliados objetos lejanos.,Con los prismáticos verás mejor el campanario del pueblo.,
prístino,Que tiene la misma pureza o perfección que tenía en su origen.,Un prístino lago le daba el marco perfecto.,
probable,Que es bastante posible que suceda.,Es muy probable que una persona gane este concurso.,
problema,Cuestión que se trata de aclarar.,Ese problema no tiene fin.,
profetisa,Mujer que posee el don de profecía.,Ella predice el futuro es profetisa.,
prolífico,Que tiene una amplia producción.,Es el autor más prolífico del cine español.,
pronto,"Veloz, acelerado, ligero.",Parece que termináras más pronto de lo estimado.,
prospección,Exploración de posibilidades futuras basada en indicios presentes.,Este terreno ha sido evaluado como de alta potencialidad para la prospección de hidrocarburos.,
protagonista,Personaje principal de la acción en una obra literaria o cinematográfica.,Mi hermana mayor conoce a la protagonista de la novela.,
provecho,"Aprovechamiento,buen rendimiento en alguna materia.",Maricela sacó buen provecho de sus horas de estudio.,
proyecto,Plan y disposición detallados que se forman para la ejecución de una cosa.,El proyecto ha de ser aprobado por el ministerio.,
prueba,Examen para comprobar la adecuación a un determinado fin.,Los estudiantes tomaron la prueba.,
pterodáctilo,Reptil fósil volador del periodo jurásico.,Los arqueólogos descubrieron un fósil de un pterodáctilo.,
publicación,Acción y efecto de publicar.,Es una publicación muy popular.,
puerta,Vano de forma regular abierto en una pared.,La puerta de la escuela se cierra a las 8.00 de la mañana.,
pulcritud,Limpieza u orden,El examen estaba escrito con pulcritud.,
pulmonía,Inflamacion del pulmon o de una parte de él.,En la actualidad las personas se enferman de pulmonía con facilidad.,
púlpito,"Tribuna elevada que suele haber en las iglesias,desde donde se predica,se canta o se realizan otros oficios religiosos.",El coro canta alabanzas desde el púlpito.,
pulverizador,Utensilio que esparce líquido en gotas muy finas.,El perfume viene con pulverizador.,
pureza,Ausencia de mezcla con otra cosa.,La pureza del aire de la sierra te sentará muy bien.,
quemarropa,Dicho de disparar un arma de fuego. Desde muy cerca.,Lo mataro a quemarropa.,
querella,Expresión de un dolor físico o de un sentimiento doloroso.,Su profunda querella fue causada por el divorcio. ,
querer,Desear o apetecer.,Voy a querer mi helado de fresa.,
quesero,Perteneciente o relativo al queso.,El quesero vende quesos.,
quinceañera,Fiesta que celebra el cumplimiento de quince años.,Asistimos a la quinceañera de mi prima.,
ráfaga,"Golpe de viento fuerte,repentino y de corta duración.",Una ráfaga cerró la ventana de golpe,
raíz,Órgano de las plantas que crece hacia el interior de la tierra.,Taparon la raíz de la planta con tierra.,
ranúnculo,Planta de flores amarillas y fruto seco que tiene jugo acre muy venenoso.,Plantamos un ranúnculo en la maceta.,
rascacielos,Edificio muy alto y de muchos pisos.,Su oficina está ubicada  en un rascacielos en Nueva York.,
rasgón,Rotura de un vestido o tela.,Al pisarse la cola del vestido se hizo un rasgón.,
ratón,Nombre común de diversas especies de mamíferos roedores .,"En la casa se nos metió un ratón, pero ya lo sacamos.",
real,Que tiene existencia verdadera y efectiva.,Es una situación de la vida real.,
rebuznar,Dar rebuznos.,Al burro le gusta rebuznar.,
recado,Mensaje o respuesta que de palabra se da o se envía a alguien,Si no estás te dejaré el recado en el contestador.,
recibimiento,Acogida buena o mala que se hace a quien viene de fuera.,Le dieron un buen recibimiento en Francia al Presidente Obama.,
reciclado,Se aplica al material que ha sido fabricado a partir de deshechos y desperdicios.,Trabajamos con un papel reciclado.,
recital,Lectura o recitación de composiciones de un poeta.,Un recital popular fue la apertura del Maraton de Lectura.,
recompensa,Acción y efecto de recompensar.,Ofrecen una recompensa valiosa para el que encuentre la pulsera.,
reconciliación,Acción y efecto de reconciliar.,Hubo reconciliación entre miembros de la familia.,
recopilación,Colección de escritos diversos.,Trabajó en una recopilación de canciones modernas.,
recreativo,Que recrea o es capaz de causar recreación.,Los estudiantes tuvieron un tiempo recreativo después de las pruebas.,
redacción,Composición escrita sobre un tema.,Escribe una redacción sobre tus vacaciones.,
redecilla,Tejido de mallas de que se hacen las redes.,La red está hecha de redecillas.,
reencuentro,Hecho de volver a encontrar o a encontrarse.,El reencuentro fue muy emotivo.,
reflexión,"Advertencia, consideración, consejo.","Después de platicar, hicimos una reflexión.",
refresco,Bebida fría o del tiempo,"Después de ir al cine, te invito un refresco.",
reivindicaron,Rescatar la buena fama o reputación de alguien o algo.,Muchos manifestantes reivindicaron su derecho a la igualdad.,
rejuvenecimiento,Acción y efecto de rejuvenecer.,La señora tuvo un tratamiento de rejuvenecimiento.,
renacuajo,"Larva de la rana y, p.ext., de cualquier anfibio, que tiene cola, carece de patas y respira por branquias.","A mi grupo le toco dibujar el ciclo de vida de la rana, y a mi me tocó la etapa del renacuajo. ",
repelente,Sustancia empleada para alejar a ciertos animales.,"Si vas a la finca, tienes que usar repelente.",
réplica,Copia exacta de una obra artística.,Mi vecino ha comprado una réplica de un cuadro de Velázquez.,
repugnante,"Asqueroso, algo que causa repugnancia.",Su vileza es repugnante.,
reservado,Que debe reservarse,"""Lo sentimos, señor,  ese lugar está reservado.""",
resistencia,Oposición a una fuerza,La puerta ofrecía resistencia porque se había hinchado.,
respeto,"Veneración, miramiento, consideración, deferencia.",Mi maestra merece respeto.,
retorno,Acción y efecto de retornar.,Estoy preparada para el retorno a mi hogar.,
retruécano,Inversión de los términos de una proposición o cláusula en otra subsiguiente para que el sentido de esta última forme contraste o antítesis con el de la anterior.,"En ""dice lo que sabe, pero no sabe lo que dice"", hay un retruécano.",
reunión,Congregación de personas o de cosas.,Hicimos una reunión para hablar del proyecto.,
reverberación,Reflexión difusa de la luz o del calor.,La reverberación del sol los ha cegado por un instante.,
revés,Lado o parte opuesta de una cosa.,No te pongas los calcetines al revés.,
revista,"Segunda vista, o examen hecho con cuidado y diligencia",Tengo que pasar revista a todos los papeles.,
revoltijo,"Conjunto o compuesto de muchas cosas, sin orden ni método.",Hizo un revoltijo para la cena.,
revuelo,Segundo vuelo que dan las aves.,Las palomas hicieron su revuelo en el invierno.,
revulsión,"Medio curativo de algunas enfermedades internas, que consiste en producir inflamaciones en la superficie de la piel.",La revulsión le causó una ampolla.,
reyes,Monarcas o príncipes soberanos de un reino,"Los reyes no tenían autoridad, pero se llamaban reyes.",
rezongar,Gruñir u obedecer de mala gana.,El niño empezó a rezongar.,
ribazo,Porción de tierra con una elevación y declive muy pronunciado. ,Nos sentamos en el ribazo a la sombra de un árbol.,
ridículo,Que por su rareza o extravagancia mueve o puede mover a risa.,Es ridículo su comportamiento.,
rígido,Que no se puede doblar o torcer.,Desde el accidente lleva el cuello rígido.,
rinoplastia,Operación quirúrgica de la nariz.,La mujer se hizo una rinoplastia.,
rivalidad,Cualidad de rival.,Existe una rivalidad entre los dos.,
robot,Máquina o ingenio electrónico programable,Cuando me levanto por las mañanas actuó como un robot.,
rodapié,"Paramento con que se cubren alrededor los pies de las camas,mesas y otros muebles.",El rodapié hacía juego con la cubrecama,
rodillera,"Cualquier cosa que se pone para comodidad,defensa o adorno de la rodilla.",Los patinadores llevan rodilleras para protegerse en las caídas.,
roedor,De los roedores o relativo a este orden de mamíferos.,Ese animal se clasifica como un roedor por sus dientes.,
rondalla,Pequeño conjunto musical de instrumentos de cuerda que suele actuar en veladas y fiestas.,Mi sobrino es integrante de una rondalla.,
ronquido,Ruido o sonido que se hace roncando.,No me deja dormir con su ronquido.,
ronronear ,"Dicho del gato: Producir una especie de ronquido, en demostración de contento.",Le encanta al gato que le acaricie la panza y se poner a ronronear.,
rozadura,Herida que queda en la piel por haberse rozado con alguna cosa.,Los zapatos nuevos me hicieron una rozadura.,
rubéola,Enfermedad infecciosa de la familia rubella,La rubéola suele ser leve y contraerse durante la infancia.,
ruido,"Sonido inarticulado, por lo general desagradable.",Con tanto ruido no te oigo.,
sábado,"Día de la semana, entre el viernes y el domingo",Nos vemos el sábado por la tarde.,
sacristía,El lugar donde un sacerdote se viste para la misa,El sacerdote se prepara en la sacristía antes de oficiar misa.,
sáfico,Dicho de una estrofa: Compuesta de tres versos sáficos y uno adónico.,Estamos estudiando un verso sáfico.,
salamandra,"Nombre común de diversos anfibios urodelos de unos 20 cm de largo, la mitad aproximadamente para la cola, con aspecto de lagarto y piel lisa. ",La salamandra común es negra con manchas amarillas.,
salchichería,Tienda donde se venden salchichas y embutidos.,El dueño de la salchichería se llama Don Manuel.,
salicáceo,De las salicáceas o relativo a esta familia de plantas.,El chopo es un árbol salicáceo.,
salida,Lugar por donde se sale.,Te espero a la salida.,
salmonelosis,"Infección intestinal grave de origen bacteriano que se transmite a través de los alimentos y se manifiesta con fiebre alta, vómitos y gastroenteritis.",La salmonelosis se trata con antibióticos.,
salvaje,Animal que no es doméstico ni ha sido domesticado.,El asturcón es un  caballo salvaje.,
samnítico,Perteneciente o relativo a los samnitas.,El samnítico fue gladiador.,
sanción,Pena que la ley establece para el que la infringe.,La sanción para el asesinato es prisión mayor.,
sandalias,Calzado compuesto de una suela que se sujeta al pie con correas o cintas. ,Mi abuelita me trajo un par de sandalias floreadas para el verano. ,
sándalo,"Planta herbácea, olorosa, vivaz, con tallo ramoso de cuatro a seis decímetros de altura. ",El sándalo es una planta herbácea.,
santería,Tienda de objetos religiosos.,Al principio me daba miedo entrar a la tienda de santería.,
sartén,"Recipiente con mango,que sirve para freír.",Fríe los cuatro huevos en una sartén grande,
satélite,Aparato en órbita,El satélite saca fotos de la superficie terrestre.,
satén,Tejido parecido al raso.,El vestido era de satén y estaba muy bello.,
satisfacción,"Alegría, placer, gusto",Su mayor satisfacción fue ganar el concurso.,
sátrapa,Que abusa de su poder o de su autoridad,Es un sátrapa con sus subordinados.,
saxátiles,Dicho de una planta o de un animal: Que vive entre las peñas.,Los chamizos son saxátiles a las montañas de Nuevo México.,
secano,"Tierra de labor que no tiene riego, y solo participa del agua llovediza.",Cultivar el secano en temporada de lluvia da mejor cosecha.,
secesión,División de un territorio,Muchos gallegos abogan por la secesión de España.,
secreto,Cosa que cuidadosamente se tiene reservada y oculta.,No sé cuál es el secreto que oculta.,
segundo,Que ocupa el lugar número dos.,Terminó en segundo lugar en el concurso,
selva,"Terreno extenso, inculto y muy poblado de árboles.",¿Por qué el león es el rey de la selva si vive en la sabana y es más pequeño que el tigre?,
sencillez,Calidad de sencillo.,La mejor cualidad de mi amiga es la sencillez.,
señor,Persona madura.,El señor de la casa se sentó para observar todo.,
serenidad,"Tranquilidad, calma, apacibilidad.",Disfrutamos la serenidad del agua del lago.,
serie,Conjunto de cosas que se suceden unas a otras y que están relacionadas entre sí.,La Serie Mundial de béisbol es mi favorita.,
servidor,Persona que sirve como criado,El servidor de la casa llegó tarde.,
servidumbre,Conjunto de criados que sirven a la vez en una casa.,En la casa de los Reyes hay una servidumbre muy grande.,
servir,Llenar el vaso o plato del que va a beber o comer.,Empezamos a servir la cena a las 8.00 p.m.,
sesquicentenario,Perteneciente o relativo a lo que tiene una centena y media.,Ciento cincuenta años iguala un sesquicentenario.,
